Key,Id,Korean(ko),English(en),Chinese (Simplified)(zh),Chinese (Traditional)(zh-TW),Japanese(ja),,,,,,
210089,,장착<br>스킬,Equip<br>Skill,佩戴<br>技能,配置<br>技能,装着<br>スキル,,,,,,
210090,,다이아를 소비하여 스킬 프리셋을 엽니다.,Use Diamonds to unlock the skill preset.,消耗钻石打开技能预设。,消耗鑽石解鎖技能預設。,ダイヤを消費してスキルプリセットを開放します。,,,,,,
210091,,심플하잖아?<br>필요한 게 있으면 말만 해.,"Simple, right?<br>Just tell me if you need anything.",简单吧？<br>需要什么尽管开口。,很簡單吧？<br>需要什麼就告訴我。,簡単だろう？<br>必要なものがあれば言え。,,,,,,
210092,,소환,Summon,召唤,召喚,召喚,,,,,,
210093,,소환 확률,Summon Rate,召唤几率,召喚率,召喚率,,,,,,
210094,,무기 소환,Weapons,召唤武器,召喚武器,武器召喚,,,,,,
210095,,반지 소환,Rings,召唤戒指,召喚戒指,指輪召喚,,,,,,
210096,,스킬 소환,Skills,召唤技能,召喚技能,スキル召喚,,,,,,
210097,,소환 x {0},Summon x{0},召唤x{0},召喚x{0},召喚 × {0},,,,,,
210098,,소환 보너스,Summon Bonus,召唤加成,召喚額外獎勵,召喚ボーナス,,,,,,
210099,,{0} 보너스,{0} Bonus,{0}加成,{0}額外獎勵,{0}ボーナス,,,,,,
210100,,{0} LV.{1},{0} Lv.{1},{0}LV.{1},{0}LV.{1},{0} LV.{1},,,,,,
210101,,Lv.{0}에서<color=#FFD53B> {1}다이아 </color>사용 시 획득,Acquired when you use <color=#FFD53B>Diamond x{1}</color> at Lv. {0},在Lv.{0}使用<color=#FFD53B>{1}钻石</color>时获得,在Lv.{0}使用<color=#FFD53B>{1}鑽石</color>時獲得,Lv.{0}で<color=#FFD53B>{1}ダイヤ</color>の使用時に獲得,,,,,,
210102,,소환 결과,Result,召唤结果,召喚結果,召喚結果,,,,,,
210103,,연속 소환,Auto Summon,连续召唤,連續召喚,連続召喚,,,,,,
210104,,확인,OK,确认,確認,確認,,,,,,
210105,,패키지,Package,礼包,禮包,パッケージ,,,,,,
210106,,일반,Common,普通,一般,一般,,,,,,
210107,,다이아,Diamond,钻石,鑽石,ダイヤ,,,,,,
210108,,{0} 상점,{0} Shop,{0}商店,{0}商店,{0}ショップ,,,,,,
210109,,자세히보기,More Info,查看详情,更多資訊,詳しく見る,,,,,,
210110,,"청약철회는 구매일로부터 7일 이내 가능합니다.<br>(단, 사용했을 경우 철회 불가)",A refund is available within 7 days of the purchase date.(A refund is unavailable if the item was used.),从购买日起7天内可撤销购买。<br>（但已使用时无法撤销）,自購買日起7天內可申請退款。<br>(已使用過的商品不可申請退款。),約定の撤回は購入日の6日後まで可能です<br>(ただし、使用済みの場合は撤回不可)。,,,,,,
210111,,계정당 구매 {0}/{1},Account Limit {0}/{1},每个账号购买{0}/{1},每個帳號購買{0}/{1},アカウントあたり購入 {0}/{1},,,,,,
210112,,상점은 {0}시에 초기화됩니다.,The shop resets at {0}:00.,商店在{0}点重置。,將於{0}點重置商店。,ショップは{0}時に初期化します。,,,,,,
210113,,던전,Dungeon,副本,副本,ダンジョン,,,,,,
210114,,매일 {0}시를 기준으로 입장권이 10개 미만이라면 1개씩 충전되며<br>입장권은 최대 999개까지 소지할 수 있습니다.,"1 ticket will be recharged daily at {0}:00 only when you have less than 10 tickets, and you can possess up to 999 tickets.",以每天{0}点为准，补充{1}个入场券，最多可持有{2}个。,每天{0}點儲值{1}張入場券，最多可持有{2}張。,毎日{0}時を基準に入場券{1}枚がチャージされ、最大{2}枚まで所持することができます。,,,,,,
210115,,보상 정보,Reward Info,奖励信息,獎勵資訊,報酬情報,,,,,,
210116,,첫 클리어,1st Clear,首次通关,首次通過,初クリア,,,,,,
210117,,스테이지 선택,Select Stage,选择关卡,選擇關卡,ステージ選択,,,,,,
210118,,프리셋<br>선택,Select<br>Preset,选择<br>预设,預設<br>選擇,プリセット<br>選択,,,,,,
210119,,소탕,Auto-Clear,扫荡,掃蕩,掃討,,,,,,
210120,,입장,Enter,进入,入場,入場,,,,,,
210121,,{0}단계 소탕,Lv. {0} Auto-Clear,扫荡{0}级,第{0}階段掃蕩,{0}段階掃討,,,,,,
210122,,MIN,MIN,MIN,MIN,MIN,,,,,,
210123,,MAX,MAX,MAX,MAX,MAX,,,,,,
210124,,입장권 <color=#F8EF66>{0}</color>개를 소비하여 던전을 소탕합니다.,Use Ticket x<color=#F8EF66>{0}</color> to use Auto-Clear on the dungeon.,消耗<color=#F8EF66>{0}</color>个入场券扫荡副本。,消耗<color=#F8EF66>{0}</color>張入場券掃蕩副本。,入場券<color=#F8EF66>{0}</color>枚を消費してダンジョンの掃討を行います。,,,,,,
210125,,소탕하기,Auto-Clear,扫荡,進行掃蕩,掃討する,,,,,,
210126,,최고 도달 레벨,Highest Lv. Reached,等级上限,達成最高等級,最高到達レベル,,,,,,
210127,,소탕시 획득 가능 보상,Rewards available upon Auto-Clear,扫荡时可获得的奖励,掃蕩時可獲得的獎勵,掃討時に獲得可能な報酬,,,,,,
210128,,{0}개 획득 가능,{0} available to acquire,可获得{0}个,可獲得{0}個,{0}個獲得可能,,,,,,
210129,,스테이지 버프,Stage Buff,关卡的增益,關卡的增益,ステージのバフ,,,,,,
210130,,버프 받기,Get Buff,领取增益,取得增益效果,バフを受ける,,,,,,
210131,,사용 완료,Use Completed,已使用,使用完畢,使用完了,,,,,,
210132,,일일 사용 가능 {0}/{1},Daily Availability {0}/{1},每天可使用{0}/{1},每日可使用{0}/{1},一日の使用可能数 {0}/{1},,,,,,
210133,,{0}m,{0}m,{0}m,{0}m,{0}m,,,,,,
210134,,무료,Free,免费,免費,無料,,,,,,
210135,,프리미엄,Premium,高级,高級,プレミアム,,,,,,
210136,,시즌 종료까지,Season:,距离赛季结束还剩,至賽季結束為止,シーズン終了まであと,,,,,,
210137,,{0}일,{0}D,{0}天,{0}天,{0}日,,,,,,
210138,,{0}시간,{0}H,{0}小时,{0}小時,{0}時間,,,,,,
210139,,{0}분,{0}Min,{0}分钟,{0}分鐘,{0}分,,,,,,
210140,,시즌이 종료되었습니다.,The season has ended.,赛季结束。,賽季已結束。,シーズンが終了しました。,,,,,,
210141,,모두 받기,Collect All,全部领取,全部領取,全部受け取る,,,,,,
210142,,패스 구매,Purchase Pass,购买通行证,購買通行證,パス購入,,,,,,
210143,,시즌 종료,Season Ended,赛季结束,賽季結束,シーズン終了,,,,,,
210144,,패스 이용 중,Pass in use,正在使用通行证,正在使用通行證,パス利用中,,,,,,
210145,,퀘스트,Quest,任务,任務,クエスト,,,,,,
210146,,일일퀘스트는 {0}시에 초기화됩니다.,Daily Quests reset at {0}:00.,每日任务在{0}点重置。,將於{0}點重置每日任務。,デイリークエストは{0}時に初期化します。,,,,,,
210147,,보상 받기,Accept,领取奖励,領取獎勵,報酬を受け取る,,,,,,
210148,,진행중,In Progress,进行中,進行中,進行中,,,,,,
210149,,완료,Complete,完成,完成,完了,,,,,,
210150,,모두 받기,Accept All,全部领取,全部領取,全部受け取る,,,,,,
210151,,반복 퀘스트,Repeated Quests,重复任务,反覆任務,繰り返しクエスト,,,,,,
210152,,일일 퀘스트,Daily Quests,每日任务,每日任務,デイリークエスト,,,,,,
210153,,주간 퀘스트,Weekly Quests,每周任务,每週任務,ウィークリークエスト,,,,,,
210154,,스테이지 이동,Move Stage,前往关卡,移動關卡,ステージ移動,,,,,,
210155,,이동하기,Move,前往,移動,移動する,,,,,,
210156,,도전하기,Challenge,挑战,進行挑戰,挑戦する,,,,,,
210157,,랭킹,Ranking,排名,排名,ランキング,,,,,,
210158,,닉네임,Nickname,昵称,暱稱,ニックネーム,,,,,,
210159,,도달 스테이지,Reached Stage,到达关卡,到達關卡,到達ステージ,,,,,,
210160,,미장착,Unequipped,未佩戴,未穿戴,未装着,,,,,,
210161,,전투력,Battle Power,战斗力,戰鬥力,戦闘力,,,,,,
210162,,스테이지,Stage,关卡,關卡,ステージ,,,,,,
210163,,안나님이 라이브 방송을 시작했습니다.,Anna has started the live stream.,安娜的直播开始了。,安娜開始直播了。,アンナさんがライブ配信を始めました。,,,,,,
210164,,확인,OK,确认,確認,確認,,,,,,
210165,,방송이 종료되었습니다.,Live stream ended.,直播结束。,直播結束。,配信が終了しました。,,,,,,
210166,,오프라인 보상,Offline Reward,离线奖励,離線獎勵,オフライン報酬,,,,,,
210167,,{0}% 보너스,{0}% Bonus,{0}%加成,{0}%額外獎勵,{0}%ボーナス,,,,,,
210168,,보상받기,Collect Reward,领取奖励,領取獎勵,報酬を受け取る,,,,,,
210169,,밀어서 잠금해제,Swipe to unlock,滑动解锁,滑動解鎖,スライドしてロック解除,,,,,,
210170,,환경설정,Settings,戒指境设置,戒指境設定,環境設定,,,,,,
210171,,배경음,BGM,背景音,背景音樂,背景音,,,,,,
210172,,효과음,Sound Effect,音效,音效,効果音,,,,,,
210173,,켜짐,On,开,開啟,オン,,,,,,
210174,,꺼짐,Off,关,關閉,オフ,,,,,,
210175,,화면 흔들림,Camera Shake,画面震动,畫面震動,画面の揺れ,,,,,,
210176,,자동절전모드,Auto Power Save Mode,自动省电模式,自動省電模式,自動スリープモード,,,,,,
210177,,이용 약관,Terms of Service,使用条款,使用條款,利用規約,,,,,,
210178,,언어,Language,语言,語言,言語,,,,,,
210179,,쿠폰 입력,Enter Coupon,输入兑换码,輸入優惠券,クーポン番号入力,,,,,,
210180,,쿠폰 번호를 입력하세요,Enter the coupon number.,请输入兑换码,請輸入優惠券編號,クーポン番号を入力してください。,,,,,,
210181,,입력,Enter,输入,輸入,入力,,,,,,
210182,,게스트 계정 사용중,Guest Account in use,正在使用游客账号,正在使用訪客帳號,ゲストアカウント使用中,,,,,,
210183,,클라우드저장,Cloud Save,云储存,儲存雲端,クラウド保存,,,,,,
210184,,버전 :,Version:,版本：,版本：,バージョン：,,,,,,
210185,,ID:,ID :,ID：,ID：,ID：,,,,,,
210186,,연동 완료,Synced,已绑定,完成綁定,連携完了,,,,,,
210187,,정보,Info,信息,資訊,情報,,,,,,
210188,,전투력,Battle Power,战斗力,戰鬥力,戦闘力,,,,,,
210189,,장착 장비,Equipped Equipment,佩戴的装备,穿戴裝備,装着装備,,,,,,
210190,,장착 스킬,Equipped Skill,佩戴的技能,配置技能,装着スキル,,,,,,
210191,,스킬 미장착,Skill not equipped,未佩戴技能,未配置技能,スキル未装着,,,,,,
210192,,새로운 버전이 업데이트 되었습니다.<br>스토어에서 업데이트 해주세요.,A new version has been released.<br>Please download the latest update from the game store.,有最新版本。<br>请前往商城更新。,已發佈新版本。<br>請前往商店更新。,新しいバージョンのアップデートがあります。<br>ストアでアップデートしてください。,,,,,,
210193,,확인,OK,确认,確認,確認,,,,,,
210194,,확인,OK,确认,確認,確認,,,,,,
210195,,확인,OK,确认,確認,確認,,,,,,
210196,,로그인한 계정에 게임플레이 데이터가 있어 로드됩니다.<br>게스트 계정의 데이터를 다시 사용하려면 PlayGames에서 로그아웃한 후 Guest로 다시 로그인하십시오.,"The game data associated with the account you used to log in will be loaded.<br>If you wish to use the game data associated with a guest account, please go to PlayGames, log out, and then log in again as a guest.",登录的账号上有游戏记录并已加载。<br>想要重新使用游客账号的数据时，请退出PlayGames后重新登录Guest账号。,將載入您登入的帳號遊戲數據。<br>如果您想再次使用訪客帳號的遊戲數據，請登出PlayGames後，以Guest身分重新登入。,ログインしたアカウントにゲームプレイのデータがあるため呼び出します。<br>ゲストアカウントのデータを再度利用したい場合には、PlayGamesからログアウトした後、Guestでログインしてください。,,,,,,
210197,,닉네임 설정,Nickname Settings,设置昵称,設定暱稱,ニックネームの設定,,,,,,
210198,,사용할 닉네임을 입력해주세요.,Enter the nickname you want to use.,请输入昵称。,請輸入要使用的暱稱。,使用したいニックネームを入力してください。,,,,,,
210199,,한글/영문/숫자 최소 3자 ~ 최대 10자 가능,3 to 10 English characters or numbers can be used.,韩文/英文/数字3字~10字,可使用3~10個中文/英文/數字。,日本語/英文/数字で3～10文字使用可能,,,,,,
210200,,정말로 게임을 종료하시겠어요?,Are you sure you want to end the game now?,确定要结束游戏吗？,真的要結束遊戲嗎？,本当にゲームを終了しますか？,,,,,,
210201,,네,Yes,是,是,はい,,,,,,
210202,,아니요,No,否,否,いいえ,,,,,,
210203,,업데이트 예정입니다.,Coming soon.,即将更新。,預計更新。,アップデート予定です。,,,,,,
210204,,모두 받기,Collect All,全部领取,全部領取,全部受け取る,,,,,,
210205,,받기,Collect,领取,領取,受け取る,,,,,,
210206,,장착중,Equipped,佩戴中,穿戴中,装着中,,,,,,
210207,,강화 완료,Upgrade Complete,强化结束,強化完畢,強化完了,,,,,,
210208,,불러오는 중...,Loading...,加载中……,讀取中...,呼び出し中…,,,,,,
210209,,장착 펫,Equipped Pet,佩戴宠物,配置寵物,装着ペット,,,,,,
210210,,{0}각성,Awaken {0},{0}觉醒,{0}覺醒,{0}覚醒,,,,,,
210211,,소환 보상,Summon Reward,召唤奖励,召喚獎勵,召喚報酬,,,,,,
210212,,쿠폰을 사용하였습니다.,The coupon has been used.,已使用兑换码。,已使用優惠券。,クーポンを使用しました。,,,,,,
210213,,모든 월급을 받았습니다.,All salaries have been collected.,已领取所有薪资。,已收到所有薪水。,すべての給料を受け取りました。,,,,,,
210214,,{0} 월급을 받았습니다.,Salary of {0} has been collected.,已领取{0}薪资。,已收到{0}薪水。,{0}給料を受け取りました。,,,,,,
210215,,던전 완료,Complete Dung.,完成副本,完成副本,ダンジョン完了,,,,,,
210216,,던전 클리어,Dungeon Clear,通关副本,通過副本,ダンジョンクリア,,,,,,
210217,,소탕 완료,Auto-Clear Complete,扫荡完成,掃蕩完畢,掃討完了,,,,,,
210218,,꽃 봉인해제,Unlock Flower Seal,解除花本封印,解鎖花封印,花の封印を解除,,,,,,
210219,,펫,Pet,宠物,寵物,ペット,,,,,,
210220,,장착 효과,Equip Effect,佩戴效果,穿戴效果,装着効果,,,,,,
210222,,장착,Equip,佩戴,穿戴,装着,,,,,,
210223,,장착 해제,Unequip,解除佩戴,解除穿戴,装着解除,,,,,,
210224,,강화,Upgrade,强化,強化,強化,,,,,,
210225,,각성,Awaken,觉醒,覺醒,覚醒,,,,,,
210226,,꽃 정보,Flower Info,花本信息,花資訊,花の情報,,,,,,
210227,,꽃,Flower,花,花,花,,,,,,
210228,,봉인 해제,Unlock Seal,解除封印,解除封印,封印解除,,,,,,
210229,,봉인 해제,Unlock Seal,解除封印,解除封印,封印解除,,,,,,
210230,,탭하여 열기,Tap to open,点击打开,點擊打開,タップして開く,,,,,,
210231,,즉시 열기,Open Now,立即打开,立刻打開,すぐに開く,,,,,,
210232,,시간 단축하기,Reduce Time,缩短时间,縮短時間,時間を短縮する,,,,,,
210233,,확장하기,Expand,扩展,擴充,拡張する,,,,,,
210234,,레벨업,Level Up,升级,升級,レベルアップ,,,,,,
210235,,펫 등급,Pet Grade,宠物级别,寵物等級,ペット等級,,,,,,
210236,,펫 개수,Pet Count,宠物数量,寵物個數,ペット数,,,,,,
210237,,펫 강화석 개수,Pet Stone Count,宠物强化石数量,寵物強化石個數,ペット強化石の数,,,,,,
210238,,전투력상승!,Incr. Battle Power!,战斗力提升！,提升戰鬥力！,戦闘力上昇！,,,,,,
210239,,최대 레벨,MAX Level,等级上限,最高等級,最大レベル,,,,,,
210240,,무료,Free,免费,免費,無料,,,,,,
210241,,시련 시작,Start Trial,试验任务开始,開始試驗任務,試練任務開始,,,,,,
210242,,퀘스트 보상,Quest Reward,任务奖励,任務獎勵,クエスト報酬,,,,,,
210243,,패스 보상,Pass Reward,通行证奖励,通行證獎勵,パス報酬,,,,,,
210244,,{0}마리,{0} Monster(s),{0}只,{0}隻,{0}匹,,,,,,
210245,,총 공격력,Total Attack,总攻击力,總攻擊力,合計攻撃力,,,,,,
210246,,총 체력,Total HP,总体力,總體力,合計体力,,,,,,
210247,,펫 던전에서 펫의 꽃의 체력이 {1}% 증가,Incr. Flower of Pet HP in Pet Dugn. {1}%,在宠物副本中宠物之花的体力增加{1}%,在寵物副本裡，寵物之花的體力提升{1}%,ペットダンジョンでペットの花の体力が{1}%増加,,,,,,
210248,,{0} {1}회 달성시 레벨업,Level up achieved when you complete {0} x{1},{0}达成{1}次时升级,{0}達成{1}次時升級,{0}{1}回達成時にレベルアップ,,,,,,
210249,,추천 장착,Equip Suggested,推荐佩戴,推薦穿戴,おすすめ装着,,,,,,
210250,,나가기,Leave,退出,離開,出る,,,,,,
210251,,던전나가기,Exit,退出副本,離開副本,ダンジョンから出る,,,,,,
210252,,정말 나가시겠습니까?,Are you sure you want to leave now?,确定要退出吗？,真的要離開嗎？,本当に出ますか？,,,,,,
210253,,우편함,Mailbox,邮箱,信箱,メールボックス,,,,,,
210254,,기한이 지난 우편은 자동으로 삭제됩니다.,Expired messages will be deleted automatically.,过期的邮件将被自动删除。,將自動刪除過期的信件。,期限切れのメールは自動的に削除されます。,,,,,,
210255,,읽은 메일 삭제,Delete read messages,删除已读邮件,刪除已讀信件,確認済みメールを削除,,,,,,
210256,,모두 받기,Collect All,全部领取,全部領取,全部受け取る,,,,,,
210258,,읽기,Read,查看,閱讀,読む,,,,,,
210259,,보상 받기,Confirm,领取奖励,領取獎勵,報酬を受け取る,,,,,,
210260,,만료까지 {0},Expires in {0},距离到期还剩{0},距到期{0},満了まで{0},,,,,,
210261,,우편 보상,Mail Reward,邮件奖励,信件獎勵,メール報酬,,,Remove the seal on the Sealed Flower.,解除被封印的花,解除封印花上的封印,封印された花の封印を解除
210262,,영구 보관,Never Expires,永久保管,永久保管,永久保管,,,,,,
210263,,상점에서 구매한 상품입니다.,The item was purchased in the Shop.,在商店购买的商品。,在商店購買的商品。,ショップで購入した商品です。,,,,,,
210264,,가지고 있는 꽃이 없습니다.,No Flowers in owned.,无持有的花。,身上沒有花。,持っている花がありません。,,,,,,
210265,,{0} 통과 시 획득 가능,Obtainable upon passing {0},通过{0}后可获得,透過{0}後可獲得,{0}通過時に獲得可能,,,,,,
210266,,구매하기,Purchase,购买,購買,購入する,,,,,,
210267,,LV.{0} ~ 이후 반복 보상 지급,Reward given repeatedly after Lv. {0},LV.{0}~以后发放重复奖励,LV.{0}以上發放反覆獎勵,LV.{0}～以降繰り返し報酬を獲得,,,,,,
210268,,시련 통과,Trial Success,试验成功,試驗成功,試練通過,,,,,,
210269,,{0} 보상,{0} Reward,{0}奖励,{0}獎勵,{0}報酬,,,,,,
210270,,<color=#FFF8AA>{0}</color> 코스튬,<color=#FFF8AA>{0}</color> Costume,<color=#FFF8AA>{0}</color>时装,<color=#FFF8AA>{0}</color>服裝,<color=#FFF8AA>{0}</color>コスチューム,,,,,,
210271,,네트워크 연결을 확인하시고 다시 시도해 주십시오.,Please check your network connection and try again.,请确认网络连接后重试。,請檢查您的網路連線並重試。,ネットワーク接続確認後、もう一度お試しください。,,,,,,
210272,,출석 이벤트,Check-in,签到活动,簽到活動,ログインチェック,,,,,,
210273,,"매일 매일 5,000 다이아!<br>주말은<color=#FFD53B> 2배! </color>D데이는 <color=#FFD53B>3배! </color>","Get 5,000 Diamonds every day!<br>Get <color=#FFD53B>2x</color> on weekends! Get <color=#FFD53B>3x</color> on D-day!","每天发放5,000钻石！<br>周末<color=#FFD53B>双倍！</color>当天<color=#FFD53B>3倍！</color>","每天都有5,000顆鑽石！<br>週末<color=#FFD53B>加倍！</color>D-day<color=#FFD53B>3倍</color>！","毎日5,000ダイヤ！<br>週末には<color=#FFD53B>2倍！</color>D-デイには<color=#FFD53B>3倍！</color>",,,,,,
210274,,지난 보상,Receive,过去奖励,過去的獎勵,以前の報酬,,,,,,
210275,,확인,OK,确认,確認,確認,,,,,,
210276,,일,SUN,日,週日,日,,,,,,
210277,,월,MON,一,週一,月,,,,,,
210278,,화,TUE,二,週二,火,,,,,,
210279,,수,WED,三,週三,水,,,,,,
210280,,목,THU,四,週四,木,,,,,,
210281,,금,FRI,五,週五,金,,,,,,
210282,,토,SAT,六,週六,土,,,,,,
210283,,출석 보상,Check-in Reward,签到奖励,簽到獎勵,ログインチェック報酬,,,,,,
210284,,임시 점검 중입니다.,Temporary maintenance is progress.,临时维护中。,正在進行臨時維護。,臨時メンテナンス中です。,,,,,,
210285,,다른 기기에서 로그인되었습니다.<br>게임을 종료합니다.,Your account has been logged in from another device.<br>Ending game session.,已在其他设备登录。<br>将退出游戏。,已從其他裝置登入。<br>結束遊戲。,他のデバイスでログインが行われました。<br>ゲームを終了します。,,,,,,
210286,,{0} 확률,{0} Rate,{0}几率,{0}機率,{0}確率,,,,,,
210287,,일간 구매 {0}/{1},Daily Limit {0}/{1},每日购买{0}/{1},每日購買{0}/{1},一日の購入 {0}/{1},,,,,,
210288,,월간 구매 {0}/{1},Monthly Limit {0}/{1},每月购买{0}/{1},每月購買{0}/{1},1か月間の購入 {0}/{1},,,,,,
210289,,인기,HOT,人气,人氣,人気,,,,,,
210290,,신규,NEW,全新,新品,新規,,,,,,
210291,,코스튬,Costume,时装,服裝,コスチューム,,,,,,
210292,,마일리지,Mileage,积分,積分,マイレージ,,,,,,
210293,,마일리지는 결제금액의 1/100 비율로 획득합니다.,Mileage will be earned in a 1:100 ratio of the purchase price.,将按照结算金额的1/100比例获得积分。,依購買價格的1/100獲得積分。,獲得するマイレージは決済金額の1/100です。,,,,,,
210294,,{0} 마일리지가 적립되었습니다.,{0} mileage has been accumulated.,已累计{0}积分。,已累積{0}積分。,{0}マイレージを獲得しました。,,,,,,
210295,,보유효과 안내,Owned Effect Notice,持有效果说明,持有效果說明,保有効果案内,,,,,,
210296,,무료 선물,Free Reward,免费礼物,免費禮物,無料プレゼント,,,,,,
210297,,쾌적한 플레이를 위한 선택!<br>출석보상 / 버프 / 무료선물,A choice you should make for a breezy gameplay!<br>Check-in Reward / Buff / Free Reward,提升游戏体验的选择！<br>签到奖励/增益/免费礼物,為了更舒適的遊戲體驗，聰明的選擇！<br>簽到獎勵/增益效果/免費禮物,快適なプレイのための選択！<br>ログインチェック報酬 / バフ / 無料プレゼント,,,,,,
210298,,계정당 1회 구매 가능,Purchase available once per account,每个账号限购买1次,每個帳號可購買1次,アカウントあたり1回購入可能,,,,,,
210299,,특별<br>가격,Special<br>Price,特别<br>价格,特別<br>價格,特別<br>価格,,,,,,
210300,,"안나님이 40,000 다이아 선물과<br>메세지를 보냈습니다.","Anna has sent 40,000 Diamonds<br>with a message as a gift.","安娜赠送了40,000钻石礼物<br>并发来消息。","安娜發送了40,000顆鑽石及<br>訊息。","アンナさんが40,000ダイヤのプレゼントと<br>メッセージを送りました。",,,,,,
210301,,성장패키지 II,Growth Package II,成长礼包II,成長禮包II,成長パッケージII,,,,,,
210302,,성장패키지 III,Growth Package III,成长礼包III,成長禮包III,成長パッケージIII,,,,,,
210303,,성장 패키지,Growth Package,成长礼包,成長禮包,成長パッケージ,,,,,,
210304,,성장패키지1,Growth Package 1,成长礼包1,成長禮包1,成長パッケージ1,,,,,,
210305,,성장패키지2,Growth Package 2,成长礼包2,成長禮包2,成長パッケージ2,,,,,,
210306,,성장패키지3,Growth Package 3,成长礼包3,成長禮包3,成長パッケージ3,,,,,,
210307,,<size=35>x{0}</size><br>가치,<size=35>x{0}</size><br> value,<size=35>x{0}</size><br>价值,價值<size=35>x{0}</size><br>,<size=35>×{0}</size><br>価値,,,,,,
210308,,절전모드,Power Save Mode,省电模式,省電模式,スリープモード,,,,,,
210309,,라운지,Lounge,社区,遊戲大廳,ラウンジ,,,,,,
210310,,고객지원,Customer Support,客服中心,客服中心,カスタマーセンター,,,,,,
210311,,계정관리,Manage Account,账号管理,管理帳號,アカウント管理,,,,,,
210312,,로그아웃,Log Out,退出,登出,ログアウト,,,,,,
210313,,계정삭제,Delete Account,删除账号,刪除帳號,アカウント削除,,,,,,
210314,,"<color=#FF454A>게스트 로그인</color>은 앱을 삭제하거나 앱 데이터를 삭제할경우, 게임데이터가 사라집니다. 안전한 데이터 보호를 위해 계정 연동 부탁드립니다.",The game data associated with a <color=#FF454A>guest account</color> will be lost if you delete the app or delete the app data. Please sync accounts to protect your game data.,使用<color=#FF454A>游客账号</color>时，若删除应用或应用数据，游戏的数据会消失。为了保护数据安全，请绑定账号。,以<color=#FF454A>訪客登入</color>在刪除APP或APP數據資料時，將遺失遊戲數據。為了安全保存數據，請綁定帳號。,<color=#FF454A>ゲストログイン</color>の場合、アプリを削除したりアプリのデータを削除するとゲームのデータが消えます。データの安全な保護のためアカウント連携をお願いいたします。,,,,,,
210315,,계정 관리,Manage Account,账号管理,管理帳號,アカウント管理,,,,,,
210316,,계정 삭제,Delete Account,删除账号,刪除帳號,アカウント削除,,,,,,
210317,,"계정의 닉네임을 입력하고 '계정 삭제'버튼을 눌러주세요. <br>구매 내역, 계정 연동을 포함한 모든 데이터가 삭제되고 게임을 종료합니다.","Enter the nickname of the account and tap on the “Delete Account” button.<br>All data, including purchase records and account sync, will be deleted and the game will shut down.",请输入账号昵称并点击“删除账号”。<br>包含购买明细、账号绑定在内的所有数据将被删除并结束游戏。,輸入帳號的暱稱，然後點擊「刪除帳號」按鈕。<br>將刪除購買記錄、帳號綁定在內的所有數據，並結束遊戲。,アカウントのニックネームを入力し「アカウント削除」ボタンを押してください。<br>購入履歴、アカウント連携を含むすべてのデータを削除し、ゲームを終了します。,,,,,,
210318,,닉네임을 입력해 주세요.,Please enter your nickname.,请输入昵称。,請輸入暱稱。,ニックネームを入力してください。,,,,,,
210319,,* 계정 삭제시 복구할 수 없습니다.,*Your account can't be restored when deleted.,* 删除账号后将无法复原。,*帳號一旦刪除將無法恢復。,* アカウントを削除した場合は復元できません。,,,,,,
210320,,연동된 계정을 로그아웃 하고 게임을 종료합니다.<br>정말로 로그아웃 하시겠습니까?,The synced account will be logged out and the game will be shut down.<br>Log out now?,退出绑定的账号并结束游戏。<br>确定要退出吗？,將登出綁定的帳號並結束遊戲。<br>確定要登出嗎？,連携しているアカウントからログアウトし、ゲームを終了します。<br>本当にログアウトしますか？,,,,,,
210321,,취소,Cancel,取消,取消,キャンセル,,,,,,
210322,,공지사항,Notice,公告,公告事項,告知,,,,,,
210323,,푸시 알림,Notification,推送通知,推播通知,プッシュ通知,,,,,,
210324,,야간 푸시 알림,Night-time Notification,夜间推送通知,夜間推播通知,夜間プッシュ通知,,,,,,
210325,,무제한,No limit,无限制,無限制,無制限,,,,,,
210326,,선물 받기,Get the Gift,领取礼物,領取禮物,プレゼントを受け取る,,,,,,
210327,,특별 보상,Special gift,特别奖励,特別獎勵,特別報酬,,,,,,
210328,,주간 퀘스트는 월요일 {0}시에 초기화됩니다.,Weekly Quests reset at {0}:00 on Monday.,每周任务在周一{0}重置。,每週任務將於星期一{0}點重置。,ウィークリークエストは月曜日{0}時に初期化します。,,,,,,
210329,,시작하기,Start,开始,開始,開始,,,,,,
210330,,매진되었습니다.,Sold Out,已售罄。,已售罄。,売り切れです。,,,,,,
210331,,한정<br>판매,Limited<br>Offer,限量<br>出售,限量<br>販售,限定<br>販売,,,,,,
210332,,Google로 로그인,Sign in with Google,Google登录,用Google登入,Googleでログイン,,,,,,
210333,,Apple로 로그인,Sign in with Apple,Apple登录,用Apple登入,Appleでログイン,,,,,,
210334,,Hive로 로그인,Sign in with Hive,Hive登录,用Hive登入,Hiveでログイン,,,,,,
210335,,건너뛰기 >>,Skip >>,跳过 >>,跳過>>,スキップ >>,,,,,,
210336,,최소 3자 이상 입력해주세요.,Please enter at least 3 characters.,请输入3个字以上。,請至少輸入3個字。,3文字以上入力してください。,,,,,,
210337,,닉네임은 최대 10자까지 가능합니다.,Nickname can be up to 10 characters.,昵称最多可输入10个字。,暱稱最長到10個字。,ニックネームには10文字まで使用できます。,,,,,,
